WAVEHEIGHT,WAVEDFROM,WAVEPERIOD,LAT,LNG,TIME,SEANAME,RISK,CELLSYSID
1.3,东北,6.7,14.75,109.75,2020-3-6 14:00,北部湾,10.4,14109B
2.5,东东北,6.8,18.75,112.25,2020-3-6 14:00,南海中西北部,20,495
2.6,东东北,6.9,18.75,112.75,2020-3-6 14:00,南海中西北部,22,496
2.7,东东北,6.9,18.75,113.25,2020-3-6 14:00,南海中西北部,24,497
2.3,东东北,6.7,17.75,111.25,2020-3-6 14:00,南海中西北部,18.4,541
2.4,东东北,6.8,0,111.75,2020-3-6 14:00,南海中西北部,19.2,542
2.5,东东北,6.9,17.75,112.25,2020-3-6 14:00,南海中西北部,20,543
2.4,东北,7.4,16.75,112.75,2020-3-6 14:00,南海中西北部,19.2,585
2.5,东北,7.3,16.75,113.25,2020-3-6 14:00,南海中西北部,20,586
2.6,东北,7.3,16.75,113.75,2020-3-6 14:00,南海中西北部,22,587
2.6,东北,7.4,16.75,114.25,2020-3-6 14:00,南海中西北部,22,588
2.7,北东北,7.5,15.75,116.75,2020-3-6 14:00,南海中东部,24,630
2.6,北东北,7.5,15.75,117.25,2020-3-6 14:00,南海中东部,22,631
2.6,北东北,7.7,15.75,117.75,2020-3-6 14:00,南海中东部,22,632
1.9,东北,6.9,14.25,114.25,2020-3-6 14:00,南海西南部,15.2,676
2.2,北东北,7.4,14.25,114.75,2020-3-6 14:00,南海东南部,17.6,677
1.4,东北,5.9,12.75,111.75,2020-3-6 14:00,南海西南部,11.2,722
1.4,北东北,5.8,12.75,112.25,2020-3-6 14:00,南海西南部,11.2,723
1.5,北,6.3,11.75,117.25,2020-3-6 14:00,南海东南部,12,766
1.5,北,6.3,11.75,117.75,2020-3-6 14:00,南海东南部,12,767
1.5,北,6.3,11.75,118.25,2020-3-6 14:00,南海东南部,12,768
0.8,北,4.3,10.25,117.25,2020-3-6 14:00,南海东南部,6.4,812
0.8,北,4.2,10.25,117.75,2020-3-6 14:00,南海东南部,6.4,813
0.6,北东北,3.9,8.75,116.25,2020-3-6 14:00,南海东南部,4.8,857
1.4,东北,4.9,8.25,109.25,2020-3-6 14:00,南海西南部,11.2,858
1.4,东北,4.8,8.25,109.75,2020-3-6 14:00,南海西南部,11.2,859
0.9,东北,4.5,6.75,111.75,2020-3-6 14:00,南海西南部,7.2,903
0.9,北东北,4.6,6.75,112.25,2020-3-6 14:00,南海西南部,7.2,904
0.6,西南,3.1,37.75,124.75,2020-3-6 14:00,黄海北部,4.8,7002
0.6,西南,2.8,37.25,124.25,2020-3-6 14:00,黄海北部,4.8,7601
0.5,西西南,2.7,37.25,124.75,2020-3-6 14:00,黄海北部,4,7602
0.5,西南,2.6,36.75,124.25,2020-3-6 14:00,黄海中部,4,8201
0.4,北西北,4.3,33.25,125.75,2020-3-6 14:00,东海东北部,3.2,1442
0.5,东北,6,33.25,127.25,2020-3-6 14:00,东海东北部,4,1445
0.8,北东北,7.7,33.25,127.75,2020-3-6 14:00,东海东北部,6.4,1446
0.7,西北,5.2,30.75,129.25,2020-3-6 14:00,东海东北部,5.6,1819
0.7,北西北,5.1,30.73999977,128.75,2020-3-6 14:00,东海东北部,5.6,1818
0.9,北东北,5.4,30.25,125.25,2020-3-6 14:00,东海西北部,7.2,1891
0.9,北东北,5.5,30.25,125.75,2020-3-6 14:00,东海东北部,7.2,1892
1.3,北东北,6,27.75,125.75,2020-3-6 14:00,东海东南部,10.4,2252
1.3,北东北,6,27.75,126.25,2020-3-6 14:00,东海东南部,10.4,2253
1.3,北东北,6.1,27.75,126.75,2020-3-6 14:00,东海东南部,10.4,2254
1.3,北东北,6.1,27.75,127.25,2020-3-6 14:00,东海东南部,10.4,2255
2.8,东北,6.2,19.25,120.25,2020-3-6 14:00,南海中东部,26,19120C
2.4,东北,6.2,19.25,120.75,2020-3-6 14:00,巴士海峡,19.2,19120D
1.7,北东北,6.2,19.25,121.25,2020-3-6 14:00,巴士海峡,13.6,19121C
1.3,东北,6.2,14.75,110.25,2020-3-6 14:00,北部湾,10.4,14110A
2,北,8.1,14.75,119.25,2020-3-6 14:00,南海中东部,16,14119A
1.3,北西北,7.3,14.75,119.75,2020-3-6 14:00,南海中东部,10.4,14119B
2.7,东东北,6.9,18.75,113.75,2020-3-6 14:00,南海中西北部,24,498
2.8,东东北,6.9,18.75,114.25,2020-3-6 14:00,南海中西北部,26,499
2.9,东东北,6.8,18.75,114.75,2020-3-6 14:00,南海中西北部,28,500
2.5,东东北,7.1,17.75,112.75,2020-3-6 14:00,南海中西北部,20,544
2.6,东东北,7.2,17.75,113.25,2020-3-6 14:00,南海中西北部,22,545
2.7,东北,7.4,16.75,114.75,2020-3-6 14:00,南海中西北部,24,589
2.7,东北,7.3,16.75,115.25,2020-3-6 14:00,南海中西北部,24,590
2.5,北东北,7.9,15.75,118.25,2020-3-6 14:00,南海中东部,20,633
2.3,北,8,15.75,118.75,2020-3-6 14:00,南海中东部,18.4,634
1.3,东北,6.1,15.25,110.75,2020-3-6 14:00,南海中西北部,10.4,635
1.4,东北,6.5,15.25,111.25,2020-3-6 14:00,南海中西北部,11.2,636
2.4,北东北,7.6,14.25,115.25,2020-3-6 14:00,南海东南部,19.2,678
2.4,北东北,7.7,14.25,115.75,2020-3-6 14:00,南海东南部,19.2,679
2.5,北东北,7.8,14.25,116.25,2020-3-6 14:00,南海东南部,20,680
2.4,北东北,7.8,14.25,116.75,2020-3-6 14:00,南海东南部,19.2,681
1.3,北东北,5.6,12.75,112.75,2020-3-6 14:00,南海西南部,10.4,724
1.3,北东北,5.5,12.75,113.25,2020-3-6 14:00,南海西南部,10.4,725
1.5,北东北,5.9,12.75,113.75,2020-3-6 14:00,南海西南部,12,726
1.2,东北,4.7,11.25,110.75,2020-3-6 14:00,南海西南部,9.6,769
1.2,东北,4.8,11.25,111.25,2020-3-6 14:00,南海西南部,9.6,770
1.2,东北,4.8,11.25,111.75,2020-3-6 14:00,南海西南部,9.6,771
1.3,东北,4.7,9.75,110.25,2020-3-6 14:00,南海西南部,10.4,814
1.3,东北,4.6,9.75,110.75,2020-3-6 14:00,南海西南部,10.4,815
1.3,东北,4.6,9.75,111.25,2020-3-6 14:00,南海西南部,10.4,816
1.4,东北,4.9,8.25,110.25,2020-3-6 14:00,南海西南部,11.2,860
1.3,东北,4.9,8.25,110.75,2020-3-6 14:00,南海西南部,10.4,861
1.2,东北,4.9,8.25,111.25,2020-3-6 14:00,南海西南部,9.6,862
0.8,北东北,4.7,6.75,112.75,2020-3-6 14:00,南海西南部,6.4,905
0.7,北东北,4.7,6.75,113.25,2020-3-6 14:00,南海西南部,5.6,906
0.7,北东北,4.6,6.75,113.75,2020-3-6 14:00,南海西南部,5.6,907
0.3,西西南,2.4,36.75,124.75,2020-3-6 14:00,黄海中部,2.4,8202
0.2,西西北,2.6,36.75,125.25,2020-3-6 14:00,黄海中部,1.6,8203
0.9,北东北,8,33.25,128.25,2020-3-6 14:00,东海东北部,7.2,1447
0.5,北东北,4.8,32.75,125.25,2020-3-6 14:00,黄海南部,4,1521
0.5,北,4.7,32.75,125.75,2020-3-6 14:00,东海东北部,4,1522
0.9,北东北,5.6,30.25,126.25,2020-3-6 14:00,东海东北部,7.2,1893
0.9,北东北,5.5,30.25,126.75,2020-3-6 14:00,东海东北部,7.2,1894
1.3,北,6.2,27.75,127.75,2020-3-6 14:00,东海东南部,10.4,2256
1.2,北,6.3,27.75,128.25,2020-3-6 14:00,东海东南部,9.6,2257
3,东北,6.4,18.75,119.25,2020-3-6 14:00,南海中东部,30,18119A
2.8,东北,6.4,18.75,119.75,2020-3-6 14:00,南海中东部,26,18119B
2.6,东北,6.2,18.75,120.25,2020-3-6 14:00,南海中东部,22,18120A
1.1,东北,6.7,14.25,109.25,2020-3-6 14:00,,8.8,14109C
1.2,东北,6.4,14.25,109.75,2020-3-6 14:00,南海西南部,9.6,14109D
1.3,东北,6.3,14.25,110.25,2020-3-6 14:00,南海西南部,10.4,14110C
2.9,东东北,6.9,18.75,115.25,2020-3-6 14:00,南海中西北部,28,501
3,东东北,6.9,18.75,115.75,2020-3-6 14:00,南海中东部,30,502
3,东北,6.9,18.75,116.25,2020-3-6 14:00,南海中东部,30,503
2.6,东东北,7.2,17.75,113.75,2020-3-6 14:00,南海中西北部,22,546
2.7,东东北,7.2,17.75,114.25,2020-3-6 14:00,南海中西北部,24,547
2.7,东北,7.2,17.75,114.75,2020-3-6 14:00,南海中西北部,24,548
2.8,东北,7.2,16.75,115.75,2020-3-6 14:00,南海中东部,26,591
2.8,东北,7.1,16.75,116.25,2020-3-6 14:00,南海中东部,26,592
2.9,东北,7.1,16.75,116.75,2020-3-6 14:00,南海中东部,28,593
1.6,东北,6.8,15.25,111.75,2020-3-6 14:00,南海中西北部,12.8,637
1.9,东北,7.1,15.25,112.25,2020-3-6 14:00,南海中西北部,15.2,638
2.2,北东北,7.6,14.25,117.25,2020-3-6 14:00,南海东南部,17.6,682
2.2,北东北,7.9,14.25,117.75,2020-3-6 14:00,南海东南部,17.6,683
2.3,北,8.2,14.25,118.25,2020-3-6 14:00,南海东南部,18.4,684
1.6,北东北,6.2,12.75,114.25,2020-3-6 14:00,南海西南部,12.8,727
1.7,北东北,6.6,12.75,114.75,2020-3-6 14:00,南海东南部,13.6,728
1.2,北东北,4.8,11.25,112.25,2020-3-6 14:00,南海西南部,9.6,772
1.2,北东北,4.8,11.25,112.75,2020-3-6 14:00,南海西南部,9.6,773
1.2,北东北,4.8,11.25,113.25,2020-3-6 14:00,南海西南部,9.6,774
1.3,东北,4.6,9.75,111.75,2020-3-6 14:00,南海西南部,10.4,817
1.2,北东北,4.5,9.75,112.25,2020-3-6 14:00,南海西南部,9.6,818
1.2,北东北,4.5,9.75,112.75,2020-3-6 14:00,南海西南部,9.6,819
1.1,北东北,4.5,8.25,111.75,2020-3-6 14:00,南海西南部,8.8,863
1,北东北,4.4,8.25,112.25,2020-3-6 14:00,南海西南部,8,864
1,北东北,4.4,8.25,112.75,2020-3-6 14:00,南海西南部,8,865
0.6,北东北,4.5,6.75,114.25,2020-3-6 14:00,南海西南部,4.8,908
0.7,北东北,4.9,6.75,114.75,2020-3-6 14:00,南海东南部,5.6,909
1.2,东北,4.9,6.25,109.75,2020-3-6 14:00,南海西南部,9.6,910
0.4,西南,2.2,36.25,124.25,2020-3-6 14:00,黄海中部,3.2,8901
0.2,西,2,36.25,124.75,2020-3-6 14:00,黄海中部,1.6,8902
0.2,西北,2.5,36.25,125.25,2020-3-6 14:00,黄海中部,1.6,8903
0.5,北东北,5.2,32.75,126.25,2020-3-6 14:00,东海东北部,4,1523
0.5,东东北,5.7,32.75,126.75,2020-3-6 14:00,东海东北部,4,1524
0.6,东北,6.7,32.75,127.25,2020-3-6 14:00,东海东北部,4.8,1525
0.9,北东北,5.5,30.25,127.25,2020-3-6 14:00,东海东北部,7.2,1895
0.9,北,5.4,30.25,127.75,2020-3-6 14:00,东海东北部,7.2,1896
0.9,北,5.4,30.25,128.25,2020-3-6 14:00,东海东北部,7.2,1897
1.3,北东北,6,27.25,125.25,2020-3-6 14:00,台湾以东洋面,10.4,2341
1.3,北东北,5.9,27.25,125.75,2020-3-6 14:00,东海东南部,10.4,2342
1.3,北,5.9,27.25,126.25,2020-3-6 14:00,东海东南部,10.4,2343
2.2,北东北,5.7,18.75,120.75,2020-3-6 14:00,巴士海峡,17.6,18120B
1.1,东东北,5.3,18.75,121.25,2020-3-6 14:00,巴士海峡,8.8,18121A
2,北,7.9,14.25,119.25,2020-3-6 14:00,南海东南部,16,14119C
1.5,北,7.3,14.25,119.75,2020-3-6 14:00,南海东南部,12,14119D
0.7,北西北,4.8,14.25,120.25,2020-3-6 14:00,南海东南部,5.6,14120C
3,东北,6.9,18.75,116.75,2020-3-6 14:00,南海中东部,30,504
3,东北,6.8,18.75,117.25,2020-3-6 14:00,南海中东部,30,505
2.8,东北,7.1,17.75,115.25,2020-3-6 14:00,南海中西北部,26,549
2.8,东北,7.1,17.75,115.75,2020-3-6 14:00,南海中东部,26,550
2.8,东北,7.1,16.75,117.25,2020-3-6 14:00,南海中东部,26,594
2.8,北东北,7.2,16.75,117.75,2020-3-6 14:00,南海中东部,26,595
2.6,北东北,7.5,16.75,118.25,2020-3-6 14:00,南海中东部,22,596
2.1,东北,7.2,15.25,112.75,2020-3-6 14:00,南海中西北部,16.8,639
1.9,东北,6.7,15.25,113.25,2020-3-6 14:00,南海中西北部,15.2,640
1.1,东北,4.6,15.25,113.75,2020-3-6 14:00,南海中西北部,8.8,641
2.2,北,8.1,14.25,118.75,2020-3-6 14:00,南海东南部,17.6,685
1.4,东北,6.2,13.75,110.75,2020-3-6 14:00,南海西南部,11.2,686
1.8,北东北,6.8,12.75,115.25,2020-3-6 14:00,南海东南部,14.4,729
1.9,北东北,7,12.75,115.75,2020-3-6 14:00,南海东南部,15.2,730
1.9,北东北,7,12.75,116.25,2020-3-6 14:00,南海东南部,15.2,731
1.9,北,7.1,12.75,116.75,2020-3-6 14:00,南海东南部,15.2,732
1.2,北东北,4.9,11.25,113.75,2020-3-6 14:00,南海西南部,9.6,775
1,北东北,4.6,11.25,114.25,2020-3-6 14:00,南海西南部,8,776
1.3,北东北,5.4,11.25,114.75,2020-3-6 14:00,南海东南部,10.4,777
1.1,北东北,4.3,9.75,113.25,2020-3-6 14:00,南海西南部,8.8,820
0.9,北东北,3.9,9.75,113.75,2020-3-6 14:00,南海西南部,7.2,821
0.3,北西北,2.3,9.75,114.25,2020-3-6 14:00,南海西南部,2.4,822
0.9,北东北,4.2,8.25,113.25,2020-3-6 14:00,南海西南部,7.2,866
0.9,北东北,4.1,8.25,113.75,2020-3-6 14:00,南海西南部,7.2,867
0.9,北东北,4.2,8.25,114.25,2020-3-6 14:00,南海西南部,7.2,868
1.2,东北,4.8,6.25,110.25,2020-3-6 14:00,南海西南部,9.6,911
1,东北,4.5,6.25,110.75,2020-3-6 14:00,南海西南部,8,912
1,东北,4.5,6.25,111.25,2020-3-6 14:00,南海西南部,8,913
0.3,西南,2.1,35.75,124.25,2020-3-6 14:00,黄海中部,2.4,9801
0.2,北西北,2.5,35.75,124.75,2020-3-6 14:00,黄海中部,1.6,9802
0.2,北西北,3.3,35.75,125.25,2020-3-6 14:00,黄海中部,1.6,9803
0.8,北东北,7.7,32.75,127.75,2020-3-6 14:00,东海东北部,6.4,1526
0.9,东北,7.9,32.75,128.25,2020-3-6 14:00,东海东北部,7.2,1527
0.6,北,4.9,32.25,125.25,2020-3-6 14:00,东海西北部,4.8,1591
0.8,北,5.5,30.25,128.75,2020-3-6 14:00,东海东北部,6.4,1898
0.8,北,5.9,30.25,129.25,2020-3-6 14:00,东海东北部,6.4,1899
1,北东北,5.5,29.75,125.25,2020-3-6 14:00,东海西北部,8,1951
1.3,北,6,27.25,126.75,2020-3-6 14:00,东海东南部,10.4,2344
1.3,北,6.1,27.25,127.25,2020-3-6 14:00,东海东南部,10.4,2345
1.3,北,6.3,27.25,127.75,2020-3-6 14:00,东海东南部,10.4,2346
0.5,东北,4.2,18.25,106.25,2020-3-6 14:00,北部湾,4,18106C
3,东北,6.7,18.25,118.75,2020-3-6 14:00,南海中东部,30,18118D
2.8,北东北,6.6,18.25,119.25,2020-3-6 14:00,南海中东部,26,18119C
1.2,东北,6,13.75,109.75,2020-3-6 14:00,南海西南部,9.6,13109B
1.3,东北,6.1,13.75,110.25,2020-3-6 14:00,南海西南部,10.4,13110A
2,北,7.5,13.75,119.25,2020-3-6 14:00,南海东南部,16,13119A
3,东北,6.7,18.75,117.75,2020-3-6 14:00,南海中东部,30,506
3.1,东北,6.7,18.75,118.25,2020-3-6 14:00,南海中东部,32,507
3.1,东北,6.6,18.75,118.75,2020-3-6 14:00,南海中东部,32,508
2.9,东北,7,17.75,116.25,2020-3-6 14:00,南海中东部,28,551
2.9,东北,6.9,17.75,116.75,2020-3-6 14:00,南海中东部,28,552
3,东北,6.9,17.75,117.25,2020-3-6 14:00,南海中东部,30,553
3,东北,6.8,17.75,117.75,2020-3-6 14:00,南海中东部,30,554
2.5,北东北,7.7,16.75,118.75,2020-3-6 14:00,南海中东部,20,597
1.7,东北,7.1,16.25,109.75,2020-3-6 14:00,北部湾,13.6,598
1.7,东北,7.1,16.25,110.25,2020-3-6 14:00,北部湾,13.6,599
1.5,东东北,6.3,15.25,114.25,2020-3-6 14:00,南海中西北部,12,642
2.3,东北,7.5,15.25,114.75,2020-3-6 14:00,南海中西北部,18.4,643
2.6,东北,7.6,15.25,115.25,2020-3-6 14:00,南海中西北部,22,644
1.5,东北,6.3,13.75,111.25,2020-3-6 14:00,南海西南部,12,687
1.6,东北,6.5,13.75,111.75,2020-3-6 14:00,南海西南部,12.8,688
1.5,北东北,6.4,13.75,112.25,2020-3-6 14:00,南海西南部,12,689
1.9,北,7.2,12.75,117.25,2020-3-6 14:00,南海东南部,15.2,733
1.9,北,7.3,12.75,117.75,2020-3-6 14:00,南海东南部,15.2,734
2,北,7.3,12.75,118.25,2020-3-6 14:00,南海东南部,16,735
1.3,北东北,5.6,11.25,115.25,2020-3-6 14:00,南海东南部,10.4,778
1.3,北,5.8,11.25,115.75,2020-3-6 14:00,南海东南部,10.4,779
1,北东北,4.2,9.75,114.75,2020-3-6 14:00,南海东南部,8,823
0.9,北东北,4.1,9.75,115.25,2020-3-6 14:00,南海东南部,7.2,824
0.6,北东北,3.3,9.75,115.75,2020-3-6 14:00,南海东南部,4.8,825
0.9,北东北,4.3,8.25,114.75,2020-3-6 14:00,南海东南部,7.2,869
0.6,北东北,4,8.25,115.25,2020-3-6 14:00,南海东南部,4.8,870
1,东北,4.6,6.25,111.75,2020-3-6 14:00,南海西南部,8,914
0.9,北东北,4.6,6.25,112.25,2020-3-6 14:00,南海西南部,7.2,915
0.8,北东北,4.6,6.25,112.75,2020-3-6 14:00,南海西南部,6.4,916
0.2,西北,3.4,35.75,125.75,2020-3-6 14:00,黄海中部,1.6,9804
0.3,北,2.6,35.25,124.25,2020-3-6 14:00,黄海中部,2.4,1081
0.2,北,3.1,35.25,124.75,2020-3-6 14:00,黄海中部,1.6,1082
0.6,北,5.2,32.25,125.75,2020-3-6 14:00,东海东北部,4.8,1592
0.6,东,5.2,32.25,126.25,2020-3-6 14:00,东海东北部,4.8,1593
0.6,东东南,5.9,32.25,126.75,2020-3-6 14:00,东海东北部,4.8,1594
1,北东北,5.5,29.75,125.75,2020-3-6 14:00,东海东北部,8,1952
1,北东北,5.6,29.75,126.25,2020-3-6 14:00,东海东北部,8,1953
1,北东北,5.7,29.75,126.75,2020-3-6 14:00,东海东北部,8,1954
1.4,北东北,6.1,26.75,124.75,2020-3-6 14:00,台湾以东洋面,11.2,2431
1.4,北东北,6.1,26.75,125.25,2020-3-6 14:00,台湾以东洋面,11.2,2432
1.4,北东北,6,26.75,125.75,2020-3-6 14:00,东海东南部,11.2,2433
2.5,北东北,6.7,18.25,119.75,2020-3-6 14:00,南海中东部,20,18119D
2.1,北东北,6.3,18.25,120.25,2020-3-6 14:00,南海中东部,16.8,18120C
0.8,东东北,4.9,17.75,106.75,2020-3-6 14:00,北部湾,6.4,17106B
1.6,北,6.7,13.75,119.75,2020-3-6 14:00,南海东南部,12.8,13119B
0.9,西南,4.6,13.75,120.25,2020-3-6 14:00,南海东南部,7.2,13120A
0.7,东东北,4.3,18.25,106.75,2020-3-6 14:00,北部湾,5.6,509
0.8,东东北,4.1,18.25,107.25,2020-3-6 14:00,北部湾,6.4,510
0.9,东,4.2,18.25,107.75,2020-3-6 14:00,北部湾,7.2,511
1.3,东东北,6.4,17.25,107.75,2020-3-6 14:00,北部湾,10.4,555
1.4,东东北,6.5,17.25,108.25,2020-3-6 14:00,北部湾,11.2,556
1.6,东东北,6.4,17.25,108.75,2020-3-6 14:00,北部湾,12.8,557
1.7,东北,7,16.25,110.75,2020-3-6 14:00,南海中西北部,13.6,600
1.3,东北,6.1,16.25,111.25,2020-3-6 14:00,南海中西北部,10.4,601
2.6,北东北,7.6,15.25,115.75,2020-3-6 14:00,南海中东部,22,645
2.6,北东北,7.7,15.25,116.25,2020-3-6 14:00,南海中东部,22,646
2.6,北东北,7.6,15.25,116.75,2020-3-6 14:00,南海中东部,22,647
1.4,北东北,6,13.75,112.75,2020-3-6 14:00,南海西南部,11.2,690
1.3,东北,5.7,13.75,113.25,2020-3-6 14:00,南海西南部,10.4,691
1.5,东北,6.1,13.75,113.75,2020-3-6 14:00,南海西南部,12,692
2.1,北,6.9,12.75,118.75,2020-3-6 14:00,南海东南部,16.8,736
1.3,东北,5.2,12.25,110.75,2020-3-6 14:00,南海西南部,10.4,737
1.3,东北,5.4,12.25,111.25,2020-3-6 14:00,南海西南部,10.4,738
0.8,北东北,4.7,11.25,116.25,2020-3-6 14:00,南海东南部,6.4,780
0.4,东东北,3.1,11.25,116.75,2020-3-6 14:00,南海东南部,3.2,781
1.2,北,5.6,11.25,117.25,2020-3-6 14:00,南海东南部,9.6,782
1.2,北,5.8,11.25,117.75,2020-3-6 14:00,南海东南部,9.6,783
0.7,北,3.4,9.75,116.25,2020-3-6 14:00,南海东南部,5.6,826
0.8,北东北,3.8,9.75,116.75,2020-3-6 14:00,南海东南部,6.4,827
0.7,北东北,4.3,8.25,115.75,2020-3-6 14:00,南海东南部,5.6,871
1.4,东北,4.9,7.75,109.25,2020-3-6 14:00,南海西南部,11.2,872
1.3,东北,4.9,7.75,109.75,2020-3-6 14:00,南海西南部,10.4,873
0.8,北东北,4.5,6.25,113.25,2020-3-6 14:00,南海西南部,6.4,917
0.7,北东北,4.4,6.25,113.75,2020-3-6 14:00,南海西南部,5.6,918
0.2,北西北,3.5,35.25,125.25,2020-3-6 14:00,黄海中部,1.6,1083
0.3,北西北,3.6,35.25,125.75,2020-3-6 14:00,黄海中部,2.4,1084
1.8,北东北,7.4,35.25,129.75,2020-3-6 14:00,东海东北部,14.4,1092
0.7,北东北,6.6,32.25,127.25,2020-3-6 14:00,东海东北部,5.6,1595
0.8,东东南,6.9,32.25,127.75,2020-3-6 14:00,东海东北部,6.4,1596
1,北东北,5.7,29.75,127.25,2020-3-6 14:00,东海东北部,8,1955
1,北,5.7,29.75,127.75,2020-3-6 14:00,东海东北部,8,1956
1,北,5.7,29.75,128.25,2020-3-6 14:00,东海东北部,8,1957
1.3,北,5.8,26.75,126.25,2020-3-6 14:00,东海东南部,10.4,2434
1.3,北,5.9,26.75,126.75,2020-3-6 14:00,东海东南部,10.4,2435
1.2,北,6,26.75,127.25,2020-3-6 14:00,东海东南部,9.6,2436
3,东北,6.8,17.75,118.25,2020-3-6 14:00,南海中东部,30,17118A
2.8,北东北,6.9,17.75,118.75,2020-3-6 14:00,南海中东部,26,17118B
2.5,北东北,7.3,17.75,119.25,2020-3-6 14:00,南海中东部,20,17119A
1.2,东北,5.7,13.25,109.75,2020-3-6 14:00,南海西南部,9.6,13109D
1.3,东北,5.9,13.25,110.25,2020-3-6 14:00,南海西南部,10.4,13110C
2.1,北,6.9,13.25,119.25,2020-3-6 14:00,南海东南部,16.8,13119C
1,东东南,3.7,18.25,108.25,2020-3-6 14:00,北部湾,8,512
0.9,东东南,3.4,18.25,108.75,2020-3-6 14:00,北部湾,7.2,513
0.6,东南,2.9,18.25,109.25,2020-3-6 14:00,北部湾,4.8,514
1.7,东东北,6.8,17.25,109.25,2020-3-6 14:00,北部湾,13.6,558
1.8,东东北,7,17.25,109.75,2020-3-6 14:00,北部湾,14.4,559
0.3,北东北,7.3,16.25,111.75,2020-3-6 14:00,南海中西北部,2.4,602
2,东北,6.8,16.25,112.25,2020-3-6 14:00,南海中西北部,16,603
2.3,东北,7.3,16.25,112.75,2020-3-6 14:00,南海中西北部,18.4,604
2.4,东北,7.4,16.25,113.25,2020-3-6 14:00,南海中西北部,19.2,605
2.6,北东北,7.7,15.25,117.25,2020-3-6 14:00,南海中东部,22,648
2.7,北东北,8,15.25,117.75,2020-3-6 14:00,南海中东部,24,649
2.4,北东北,8,15.25,118.25,2020-3-6 14:00,南海中东部,19.2,650
1.8,北东北,6.8,13.75,114.25,2020-3-6 14:00,南海西南部,14.4,693
2,北东北,7.1,13.75,114.75,2020-3-6 14:00,南海东南部,16,694
2.2,北东北,7.4,13.75,115.25,2020-3-6 14:00,南海东南部,17.6,695
1.4,东北,5.5,12.25,111.75,2020-3-6 14:00,南海西南部,11.2,739
1.4,北东北,5.5,12.25,112.25,2020-3-6 14:00,南海西南部,11.2,740
1.3,东北,4.6,10.75,110.75,2020-3-6 14:00,南海西南部,10.4,784
1.3,东北,4.6,10.75,111.25,2020-3-6 14:00,南海西南部,10.4,785
1.2,东北,4.7,10.75,111.75,2020-3-6 14:00,南海西南部,9.6,786
0.8,北,4.2,9.75,117.25,2020-3-6 14:00,南海东南部,6.4,828
1.4,东北,4.9,9.25,109.75,2020-3-6 14:00,南海西南部,11.2,829
1.3,东北,4.8,9.25,110.25,2020-3-6 14:00,南海西南部,10.4,830
1.3,东北,4.9,7.75,110.25,2020-3-6 14:00,南海西南部,10.4,874
1.2,北东北,4.9,7.75,110.75,2020-3-6 14:00,南海西南部,9.6,875
0.6,北东北,4.5,6.25,114.25,2020-3-6 14:00,南海西南部,4.8,919
1.1,东北,4.8,5.75,110.25,2020-3-6 14:00,南海西南部,8.8,920
1,东北,4.6,5.75,110.75,2020-3-6 14:00,南海西南部,8,921
1.8,北东北,7.7,35.25,130.25,2020-3-6 14:00,东海东北部,14.4,1093
1.8,北东北,7.7,35.25,130.75,2020-3-6 14:00,,14.4,1094
0.3,北,3.3,34.75,124.25,2020-3-6 14:00,黄海南部,2.4,1181
0.6,东,6.2,32.25,128.25,2020-3-6 14:00,东海东北部,4.8,1597
0.3,西西北,3.9,32.25,128.75,2020-3-6 14:00,东海东北部,2.4,1598
0.3,西西北,4.1,32.25,129.25,2020-3-6 14:00,东海东北部,2.4,1599
0.9,北,5.8,29.75,128.75,2020-3-6 14:00,东海东北部,7.2,1958
0.9,北西北,5.8,29.75,129.25,2020-3-6 14:00,东海东北部,7.2,1959
1.6,东北,6.2,26.25,124.75,2020-3-6 14:00,台湾以东洋面,12.8,2531
1.6,东北,6.2,26.25,125.25,2020-3-6 14:00,台湾以东洋面,12.8,2532
2.2,北东北,7.2,17.75,119.75,2020-3-6 14:00,南海中东部,17.6,17119B
1.6,北,6.8,17.75,120.25,2020-3-6 14:00,南海中东部,12.8,17120A
1.8,北,6.4,13.25,119.75,2020-3-6 14:00,南海东南部,14.4,13119D
0.8,北西北,6.6,13.25,120.25,2020-3-6 14:00,南海东南部,6.4,13120C
1.1,东北,5.3,12.75,109.75,2020-3-6 14:00,南海西南部,8.8,12109B
1.4,东,5.9,18.25,109.75,2020-3-6 14:00,北部湾,11.2,515
1.9,东东北,6.6,18.25,110.25,2020-3-6 14:00,北部湾,15.2,516
2.1,东东北,6.6,18.25,110.75,2020-3-6 14:00,南海中西北部,16.8,517
1.9,东东北,7,17.25,110.25,2020-3-6 14:00,北部湾,15.2,560
2.1,东东北,6.9,17.25,110.75,2020-3-6 14:00,南海中西北部,16.8,561
2.2,东东北,6.8,17.25,111.25,2020-3-6 14:00,南海中西北部,17.6,562
2.5,东北,7.4,16.25,113.75,2020-3-6 14:00,南海中西北部,20,606
2.6,东北,7.5,16.25,114.25,2020-3-6 14:00,南海中西北部,22,607
2.2,北,8.1,15.25,118.75,2020-3-6 14:00,南海中东部,17.6,651
1.4,东北,6.2,14.75,110.75,2020-3-6 14:00,南海中西北部,11.2,652
2.3,北东北,7.5,13.75,115.75,2020-3-6 14:00,南海东南部,18.4,696
2.3,北东北,7.6,13.75,116.25,2020-3-6 14:00,南海东南部,18.4,697
